Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered
Ningxia,China,37.2692,106.1655,4/12/2020,75,0,0.0
Qinghai,China,35.7452,95.9956,4/12/2020,18,0,0.0
Shaanxi,China,35.1917,108.8701,4/12/2020,256,3,286.0
Shandong,China,36.3427,118.1498,4/12/2020,784,7,129.0
Shanghai,China,31.202,121.4491,4/12/2020,607,7,0.0
Shanxi,China,37.5777,112.2922,4/12/2020,172,0,111.0
Sichuan,China,30.6171,102.7103,4/12/2020,560,3,177.0
Tianjin,China,39.3054,117.323,4/12/2020,183,3,63.0
Tibet,China,31.6927,88.0924,4/12/2020,1,0,0.0
Unknown,China,,,4/12/2020,0,0,30.0
Xinjiang,China,41.1129,85.2401,4/12/2020,76,3,1.0
Yunnan,China,24.974,101.487,4/12/2020,184,2,99.0
Zhejiang,China,29.1832,120.0934,4/12/2020,1267,1,283.0
,Colombia,4.5709,-74.2973,4/12/2020,2776,109,846.0
,Comoros,-11.6455,43.3333,4/12/2020,0,0,191.0
,Congo (Brazzaville),-0.228,15.8277,4/12/2020,60,5,5.0
,Congo (Kinshasa),-4.0383,21.7587,4/12/2020,234,20,3.0
,Costa Rica,9.7489,-83.7534,4/12/2020,595,3,666.0
,Cote d'Ivoire,7.54,-5.5471,4/12/2020,574,5,402.0
,Croatia,45.1,15.2,4/12/2020,1600,23,81.0
,Cuba,21.521757,-77.781167,4/12/2020,669,18,1379.0
,Cyprus,35.1264,33.4299,4/12/2020,633,11,9.0
,Czechia,49.8175,15.473,4/12/2020,5991,138,442.0
Faroe Islands,Denmark,61.8926,-6.9118,4/12/2020,184,0,331.0
Greenland,Denmark,71.7069,-42.6043,4/12/2020,11,0,67.0
,Denmark,56.2639,9.5018,4/12/2020,6174,273,1159.0
,Diamond Princess,0.0,0.0,4/12/2020,712,11,340.0
,Djibouti,11.8251,42.5903,4/12/2020,214,2,9704.0
,Dominica,15.415,-61.371,4/12/2020,16,0,528.0
,Dominican Republic,18.7357,-70.1627,4/12/2020,2967,173,6.0
,Ecuador,-1.8312,-78.1834,4/12/2020,7466,333,725.0
,Egypt,26.820553,30.802498,4/12/2020,2065,159,58.0
,El Salvador,13.7942,-88.8965,4/12/2020,125,6,15.0
,Equatorial Guinea,1.6508,10.2679,4/12/2020,21,0,342.0
,Eritrea,15.1794,39.7823,4/12/2020,34,0,7961.0
,Estonia,58.5953,25.0136,4/12/2020,1309,25,0.0
,Eswatini,-26.5225,31.4659,4/12/2020,14,0,18.0
,Ethiopia,9.145,40.4897,4/12/2020,71,3,2.0
,Fiji,-17.7134,178.065,4/12/2020,16,0,26.0
,Finland,61.92411,25.748151,4/12/2020,2974,56,320.0
French Guiana,France,3.9339,-53.1258,4/12/2020,86,0,0.0
French Polynesia,France,-17.6797,149.4068,4/12/2020,53,0,14026.0
Guadeloupe,France,16.265,-61.551,4/12/2020,143,8,112.0
Martinique,France,14.6415,-61.0242,4/12/2020,155,6,141.0
Mayotte,France,-12.8275,45.166244,4/12/2020,196,3,294.0
New Caledonia,France,-20.904305,165.618042,4/12/2020,18,0,5.0
Reunion,France,-21.1151,55.5364,4/12/2020,389,0,0.0
Saint Barthelemy,France,17.9,-62.8333,4/12/2020,6,0,1.0
Saint Pierre and Miquelon,France,46.8852,-56.3159,4/12/2020,1,0,98.0
St Martin,France,18.0708,-63.0501,4/12/2020,32,2,164.0
Wallis and Futuna,France,-14.2938,-178.1165,4/12/2020,0,0,10545.0
,France,46.2276,2.2137,4/12/2020,107712,14377,4.0
,Gabon,-0.8037,11.6094,4/12/2020,49,1,5.0
,Gambia,13.4432,-15.3101,4/12/2020,9,1,3621.0
,Georgia,42.3154,43.3569,4/12/2020,257,3,984.0
,Germany,51.165691,10.451526,4/12/2020,127854,3022,509.0
,Ghana,7.9465,-1.0232,4/12/2020,566,8,570.0
,Greece,39.0742,21.8243,4/12/2020,2114,98,334.0
,Grenada,12.1165,-61.679,4/12/2020,14,0,137.0
,Guatemala,15.7835,-90.2308,4/12/2020,155,5,1475.0
,Guinea,9.9456,-9.6966,4/12/2020,250,0,252.0
,Guinea-Bissau,11.8037,-15.1804,4/12/2020,38,0,144.0
,Guyana,4.860416,-58.93018,4/12/2020,45,6,162.0
,Haiti,18.9712,-72.2852,4/12/2020,31,2,316.0
,Holy See,41.9029,12.4534,4/12/2020,8,0,471.0
,Honduras,15.2,-86.2419,4/12/2020,393,25,1254.0
,Hungary,47.1625,19.5033,4/12/2020,1410,99,533.0
,Iceland,64.9631,-19.0208,4/12/2020,1701,8,63487.0
,India,20.593684,78.96288,4/12/2020,9205,331,1014.0
,Indonesia,-0.7893,113.9213,4/12/2020,4241,373,103.0
,Iran,32.427908,53.688046,4/12/2020,71686,4474,643.0
,Iraq,33.223191,43.679291,4/12/2020,1352,76,936.0
,Ireland,53.1424,-7.6921,4/12/2020,9655,334,97.0
,Israel,31.046051,34.851612,4/12/2020,11504,109,140.0
,Italy,41.87194,12.56738,4/12/2020,156363,19899,16.0
,Jamaica,18.1096,-77.2975,4/12/2020,69,4,75.0
,Japan,36.204824,138.252924,4/12/2020,7473,147,18.0
,Jordan,31.24,36.51,4/12/2020,389,7,252.0
,Kazakhstan,48.0196,66.9237,4/12/2020,951,10,761.0
,Kenya,-0.0236,37.9062,4/12/2020,197,8,512.0
,Kiribati,-3.3704,-168.734,4/12/2020,0,0,135.0
,"Korea, South",35.907757,127.766922,4/12/2020,10512,214,552.0
,Kosovo,42.602636,20.902977,4/12/2020,283,7,173.0
,Kuwait,29.31166,47.481766,4/12/2020,1234,1,1.0
,Kyrgyzstan,41.20438,74.766098,4/12/2020,377,5,0.0
,Laos,19.85627,102.495496,4/12/2020,19,0,73.0
,Latvia,56.8796,24.6032,4/12/2020,651,5,177.0
,Lebanon,33.8547,35.8623,4/12/2020,630,20,1246.0
,Lesotho,-29.61,28.2336,4/12/2020,0,0,634.0
,Liberia,6.428055,-9.429499,4/12/2020,50,5,0.0
,Libya,26.3351,17.228331,4/12/2020,25,1,11.0
,Liechtenstein,47.14,9.55,4/12/2020,79,1,25.0
,Lithuania,55.1694,23.8813,4/12/2020,952,14,88.0
,Luxembourg,49.8153,6.1296,4/12/2020,3281,66,193.0
,MS Zaandam,0.0,0.0,4/12/2020,9,2,600.0
,Madagascar,-18.766947,46.869107,4/12/2020,106,0,192.0
,Malawi,-13.2543,34.3015,4/12/2020,13,2,77.0
,Malaysia,4.210484,101.975766,4/12/2020,4683,76,1174.0
,Maldives,3.2028,73.2207,4/12/2020,20,0,171.0
,Mali,17.570692,-3.996166,4/12/2020,105,9,11.0
,Malta,35.9375,14.3754,4/12/2020,378,3,3389.0
,Marshall Islands,7.1315,171.1845,4/12/2020,0,0,644.0
,Mauritania,21.0079,-10.9408,4/12/2020,7,1,76.0
,Mauritius,-20.348404,57.552152,4/12/2020,324,9,8.0
,Mexico,23.6345,-102.5528,4/12/2020,4661,296,268.0
,Micronesia,7.4256,150.5508,4/12/2020,0,0,838.0
,Moldova,47.4116,28.3699,4/12/2020,1662,31,646.0
,Monaco,43.7333,7.4167,4/12/2020,93,1,38.0
,Mongolia,46.8625,103.8467,4/12/2020,16,0,4.0
,Montenegro,42.708678,19.37439,4/12/2020,272,3,0.0
,Morocco,31.7917,-7.0926,4/12/2020,1661,118,145.0
,Mozambique,-18.665695,35.529562,4/12/2020,21,0,8.0
,Namibia,-22.9576,18.4904,4/12/2020,16,0,15.0
,Nepal,28.1667,84.25,4/12/2020,12,0,0.0
Aruba,Netherlands,12.5211,-69.9683,4/12/2020,92,0,1700.0
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,4/12/2020,3,0,61.0
Curacao,Netherlands,12.1696,-68.99,4/12/2020,14,1,0.0
Sint Maarten,Netherlands,18.0425,-63.0548,4/12/2020,50,9,67.0
,Netherlands,52.1326,5.2913,4/12/2020,25587,2737,73.0
,New Zealand,-40.9006,174.886,4/12/2020,1330,4,117.0
,Nicaragua,12.865416,-85.207229,4/12/2020,9,1,14.0
,Niger,17.607789,8.081666,4/12/2020,529,12,237.0
,Nigeria,9.082,8.6753,4/12/2020,323,10,4.0
,North Macedonia,41.6086,21.7453,4/12/2020,828,34,0.0
,Norway,60.472,8.4689,4/12/2020,6525,128,13.0
,Oman,21.512583,55.923255,4/12/2020,599,4,0.0
,Pakistan,30.3753,69.3451,4/12/2020,5496,93,33834.0
,Panama,8.538,-80.7821,4/12/2020,3234,79,7.0
,Papua New Guinea,-6.314993,143.95555,4/12/2020,2,0,2.0
,Paraguay,-23.4425,-58.4438,4/12/2020,134,6,79.0
,Peru,-9.19,-75.0152,4/12/2020,7519,193,83114.0
,Philippines,12.879721,121.774017,4/12/2020,4648,297,83.0
,Poland,51.9194,19.1451,4/12/2020,6674,232,269.0
,Portugal,39.3999,-8.2245,4/12/2020,16585,504,6.0
,Qatar,25.3548,51.1839,4/12/2020,2979,7,21.0
,Romania,45.9432,24.9668,4/12/2020,6300,316,59.0
,Russia,61.52401,105.318756,4/12/2020,15770,130,0.0
,Rwanda,-1.9403,29.8739,4/12/2020,126,0,9.0
,Saint Kitts and Nevis,17.357822,-62.782998,4/12/2020,12,0,0.0
,Saint Lucia,13.9094,-60.9789,4/12/2020,15,0,2.0
,Saint Vincent and the Grenadines,12.9843,-61.2872,4/12/2020,12,0,10.0
,Samoa,-13.759,-172.1046,4/12/2020,0,0,207.0
,San Marino,43.9424,12.4578,4/12/2020,356,35,1224.0
,Sao Tome and Principe,0.1864,6.6131,4/12/2020,4,0,2041.0
,Saudi Arabia,23.885942,45.079162,4/12/2020,4462,59,607.0
,Senegal,14.4974,-14.4524,4/12/2020,280,2,54064.0
,Serbia,44.0165,21.0059,4/12/2020,3630,80,906.0
,Seychelles,-4.6796,55.492,4/12/2020,11,0,77.0
,Sierra Leone,8.460555,-11.779889,4/12/2020,10,0,3550.0
,Singapore,1.2833,103.8333,4/12/2020,2532,8,42727.0
,Slovakia,48.669,19.699,4/12/2020,742,2,25.0
,Slovenia,46.1512,14.9955,4/12/2020,1205,53,935.0
,Solomon Islands,-9.6457,160.1562,4/12/2020,0,0,265.0
,Somalia,5.152149,46.199616,4/12/2020,25,1,347.0
,South Africa,-30.5595,22.9375,4/12/2020,2173,25,53.0
,South Sudan,6.877,31.307,4/12/2020,4,0,0.0
,Spain,40.463667,-3.74922,4/12/2020,166831,17209,7829.0
,Sri Lanka,7.873054,80.771797,4/12/2020,210,7,79.0
,Sudan,12.8628,30.2176,4/12/2020,19,2,258.0
,Suriname,3.9193,-56.0278,4/12/2020,10,1,114.0
,Sweden,60.128161,18.643501,4/12/2020,10912,899,2.0
,Switzerland,46.8182,8.2275,4/12/2020,25415,1106,88.0
,Syria,34.802075,38.996815,4/12/2020,25,2,86.0
,Taiwan*,23.7,121.0,4/12/2020,388,6,0.0
,Tajikistan,38.861,71.2761,4/12/2020,0,0,7.0
,Tanzania,-6.369028,34.888822,4/12/2020,32,3,11.0
,Thailand,15.870032,100.992541,4/12/2020,2551,38,77.0
,Timor-Leste,-8.874217,125.727539,4/12/2020,2,0,41.0
,Togo,8.6195,0.8248,4/12/2020,76,3,579.0
,Trinidad and Tobago,10.6918,-61.2225,4/12/2020,113,8,0.0
,Tunisia,33.886917,9.537499,4/12/2020,707,31,33.0
,Turkey,38.9637,35.2433,4/12/2020,56956,1198,3.0
,US,40.0,-100.0,4/12/2020,571440,27678,2967.0
,Uganda,1.373333,32.290275,4/12/2020,54,0,16.0
,Ukraine,48.3794,31.1656,4/12/2020,2777,83,34.0
,United Arab Emirates,23.424076,53.847818,4/12/2020,4123,22,91.0
Anguilla,United Kingdom,18.2206,-63.0686,4/12/2020,3,0,0.0
Bermuda,United Kingdom,32.3078,-64.7505,4/12/2020,57,4,2.0
British Virgin Islands,United Kingdom,18.4207,-64.64,4/12/2020,3,0,108.0
Cayman Islands,United Kingdom,19.3133,-81.2546,4/12/2020,53,1,2125.0
Channel Islands,United Kingdom,49.3723,-2.3644,4/12/2020,431,9,0.0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,4/12/2020,5,0,276.0
Gibraltar,United Kingdom,36.1408,-5.3536,4/12/2020,129,0,20.0
Isle of Man,United Kingdom,54.2361,-4.5481,4/12/2020,228,2,5.0
Montserrat,United Kingdom,16.742498,-62.187366,4/12/2020,9,0,55.0
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,-7.9467,-14.3559,4/12/2020,0,0,281.0
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,4/12/2020,9,1,2.0
,United Kingdom,55.3781,-3.436,4/12/2020,92885,12313,4.0
,Uruguay,-32.5228,-55.7658,4/12/2020,480,7,2.0
,Uzbekistan,41.377491,64.585262,4/12/2020,865,4,43.0
,Vanuatu,-15.3767,166.9592,4/12/2020,0,0,0.0
,Venezuela,6.4238,-66.5897,4/12/2020,181,9,10.0
,Vietnam,14.058324,108.277199,4/12/2020,262,0,12.0
,West Bank and Gaza,31.9522,35.2332,4/12/2020,271,2,0.0
,Yemen,15.552727,48.516388,4/12/2020,1,0,816.0
,Zambia,-13.133897,27.849332,4/12/2020,43,2,4.0
,Zimbabwe,-19.015438,29.154857,4/12/2020,14,3,110.0
,Afghanistan,33.93911,67.709953,4/13/2020,666,22,159.0
,Albania,41.1533,20.1683,4/13/2020,467,23,139.0
,Algeria,28.0339,1.6596,4/13/2020,1983,313,32.0
,Andorra,42.5063,1.5218,4/13/2020,646,29,176.0
,Angola,-11.2027,17.8739,4/13/2020,19,2,1832.0
,Antigua and Barbuda,17.0608,-61.7964,4/13/2020,23,2,98.0
,Argentina,-38.4161,-63.6167,4/13/2020,2208,97,0.0
,Armenia,40.0691,45.0382,4/13/2020,1039,14,30.0
Australian Capital Territory,Australia,-35.4735,149.0124,4/13/2020,102,2,6541.0
New South Wales,Australia,-33.8688,151.2093,4/13/2020,2863,25,487.0
Northern Territory,Australia,-12.4634,130.8456,4/13/2020,28,0,866.0
Queensland,Australia,-27.4698,153.0251,4/13/2020,987,5,519.0
South Australia,Australia,-34.9285,138.6007,4/13/2020,429,4,464.0
Tasmania,Australia,-42.8821,147.3272,4/13/2020,144,5,1508.0
Victoria,Australia,-37.8136,144.9631,4/13/2020,1281,14,2590.0
Western Australia,Australia,-31.9505,115.8605,4/13/2020,517,6,65.0
,Austria,47.5162,14.5501,4/13/2020,14041,368,0.0
,Azerbaijan,40.1431,47.5769,4/13/2020,1148,12,11.0
,Bahamas,25.025885,-78.035889,4/13/2020,47,8,1.0
,Bahrain,26.0275,50.55,4/13/2020,1361,6,0.0
,Bangladesh,23.685,90.3563,4/13/2020,803,39,57.0
,Barbados,13.1939,-59.5432,4/13/2020,72,4,0.0
,Belarus,53.7098,27.9534,4/13/2020,2919,29,1049.0
,Belgium,50.8333,4.469936,4/13/2020,30589,3903,198.0
,Belize,17.1899,-88.4976,4/13/2020,18,2,534.0
,Benin,9.3077,2.3158,4/13/2020,35,1,5.0
,Bhutan,27.5142,90.4336,4/13/2020,5,0,0.0
,Bolivia,-16.2902,-63.5887,4/13/2020,330,27,708.0
,Bosnia and Herzegovina,43.9159,17.6791,4/13/2020,1037,39,175.0
,Botswana,-22.3285,24.6849,4/13/2020,13,1,174.0
,Brazil,-14.235,-51.9253,4/13/2020,23430,1328,0.0
,Brunei,4.5353,114.7277,4/13/2020,136,1,2.0
,Bulgaria,42.7339,25.4858,4/13/2020,685,32,903.0
,Burkina Faso,12.2383,-1.5616,4/13/2020,497,27,0.0
,Burma,21.9162,95.956,4/13/2020,62,4,74797.0
,Burundi,-3.3731,29.9189,4/13/2020,5,1,77.0
,Cabo Verde,16.5388,-23.0418,4/13/2020,10,1,4.0
,Cambodia,11.55,104.9167,4/13/2020,122,0,6.0
,Cameroon,3.848,11.5021,4/13/2020,820,12,0.0
Alberta,Canada,53.9333,-116.5765,4/13/2020,1732,46,16400.0
British Columbia,Canada,53.7267,-127.6476,4/13/2020,1490,69,5.0
Diamond Princess,Canada,0.0,0.0,4/13/2020,0,1,166.0
Grand Princess,Canada,0.0,0.0,4/13/2020,13,0,0.0
Manitoba,Canada,53.7609,-98.8139,4/13/2020,246,4,11.0
New Brunswick,Canada,46.5653,-66.4619,4/13/2020,116,0,1689.0
Newfoundland and Labrador,Canada,53.1355,-57.6604,4/13/2020,244,3,1.0
Northwest Territories,Canada,64.8255,-124.8457,4/13/2020,5,0,48.0
Nova Scotia,Canada,44.682,-63.7443,4/13/2020,474,3,20.0
Nunavut,Canada,70.2998,-83.1076,4/13/2020,0,0,43.0
Ontario,Canada,51.2538,-85.3232,4/13/2020,7470,291,8631.0
Prince Edward Island,Canada,46.5107,-63.4168,4/13/2020,25,0,58545.0
Quebec,Canada,52.9399,-73.5491,4/13/2020,13557,804,20.0
Repatriated Travellers,Canada,,,4/13/2020,0,0,246.0
Saskatchewan,Canada,52.9399,-106.4509,4/13/2020,300,4,1188.0
Yukon,Canada,64.2823,-135.0,4/13/2020,8,0,1.0
,Central African Republic,6.6111,20.9394,4/13/2020,11,0,35.0
,Chad,15.4542,18.7322,4/13/2020,23,0,2.0
,Chile,-35.6751,-71.543,4/13/2020,7964,82,7.0
Anhui,China,31.8257,117.2264,4/13/2020,991,6,73.0
Beijing,China,40.1824,116.4142,4/13/2020,589,8,1.0
Chongqing,China,30.0572,107.874,4/13/2020,579,6,105.0
Fujian,China,26.0789,117.9874,4/13/2020,352,1,169.0
Gansu,China,35.7518,104.2861,4/13/2020,139,2,1.0
Guangdong,China,23.3417,113.4244,4/13/2020,1555,8,0.0
Guangxi,China,23.8298,108.7881,4/13/2020,254,2,0.0
Guizhou,China,26.8154,106.8748,4/13/2020,146,2,0.0
Hainan,China,19.1959,109.7453,4/13/2020,168,6,294.0
Hebei,China,39.549,116.1306,4/13/2020,327,6,156.0
Heilongjiang,China,47.862,127.7615,4/13/2020,740,13,0.0
Henan,China,37.8957,114.9042,4/13/2020,1276,22,111.0
Hong Kong,China,22.3,114.2,4/13/2020,1009,4,198.0
Hubei,China,30.9756,112.2707,4/13/2020,67803,3221,69.0
Hunan,China,27.6104,111.7088,4/13/2020,1019,4,0.0
Inner Mongolia,China,44.0935,113.9448,4/13/2020,190,1,30.0
Jiangsu,China,32.9711,119.455,4/13/2020,653,0,2.0
Jiangxi,China,27.614,115.7221,4/13/2020,937,1,112.0
Jilin,China,43.6661,126.1923,4/13/2020,100,1,302.0
Liaoning,China,41.2956,122.6085,4/13/2020,145,2,894.0
Macau,China,22.1667,113.55,4/13/2020,45,0,205.0
Ningxia,China,37.2692,106.1655,4/13/2020,75,0,6.0
Qinghai,China,35.7452,95.9956,4/13/2020,18,0,3.0
Shaanxi,China,35.1917,108.8701,4/13/2020,256,3,685.0
Shandong,China,36.3427,118.1498,4/13/2020,784,7,523.0
Shanghai,China,31.202,121.4491,4/13/2020,618,7,88.0
Shanxi,China,37.5777,112.2922,4/13/2020,173,0,1379.0
Sichuan,China,30.6171,102.7103,4/13/2020,560,3,9.0
Tianjin,China,39.3054,117.323,4/13/2020,184,3,738.0
Tibet,China,31.6927,88.0924,4/13/2020,1,0,331.0
Unknown,China,,,4/13/2020,0,0,67.0
Xinjiang,China,41.1129,85.2401,4/13/2020,76,3,1172.0
Yunnan,China,24.974,101.487,4/13/2020,184,2,340.0
Zhejiang,China,29.1832,120.0934,4/13/2020,1267,1,10214.0
,Colombia,4.5709,-74.2973,4/13/2020,2852,112,590.0
,Comoros,-11.6455,43.3333,4/13/2020,0,0,10.0
,Congo (Brazzaville),-0.228,15.8277,4/13/2020,60,5,755.0
,Congo (Kinshasa),-4.0383,21.7587,4/13/2020,235,20,66.0
,Costa Rica,9.7489,-83.7534,4/13/2020,612,3,17.0
,Cote d'Ivoire,7.54,-5.5471,4/13/2020,626,6,342.0
,Croatia,45.1,15.2,4/13/2020,1650,25,8348.0
,Cuba,21.521757,-77.781167,4/13/2020,726,21,0.0
,Cyprus,35.1264,33.4299,4/13/2020,662,12,18.0
,Czechia,49.8175,15.473,4/13/2020,6059,143,2.0
Faroe Islands,Denmark,61.8926,-6.9118,4/13/2020,184,0,31.0
Greenland,Denmark,71.7069,-42.6043,4/13/2020,11,0,338.0
,Denmark,56.2639,9.5018,4/13/2020,6318,285,0.0
,Diamond Princess,0.0,0.0,4/13/2020,712,11,14026.0
,Djibouti,11.8251,42.5903,4/13/2020,298,2,113.0
,Dominica,15.415,-61.371,4/13/2020,16,0,153.0
,Dominican Republic,18.7357,-70.1627,4/13/2020,3167,177,321.0
,Ecuador,-1.8312,-78.1834,4/13/2020,7529,355,5.0
,Egypt,26.820553,30.802498,4/13/2020,2190,164,0.0
,El Salvador,13.7942,-88.8965,4/13/2020,137,6,1.0
,Equatorial Guinea,1.6508,10.2679,4/13/2020,21,0,103.0
,Eritrea,15.1794,39.7823,4/13/2020,34,0,177.0
,Estonia,58.5953,25.0136,4/13/2020,1332,28,10964.0
,Eswatini,-26.5225,31.4659,4/13/2020,15,0,4.0
,Ethiopia,9.145,40.4897,4/13/2020,74,3,8.0
,Fiji,-17.7134,178.065,4/13/2020,16,0,4035.0
,Finland,61.92411,25.748151,4/13/2020,3064,59,984.0
French Guiana,France,3.9339,-53.1258,4/13/2020,86,0,509.0
French Polynesia,France,-17.6797,149.4068,4/13/2020,55,0,570.0
Guadeloupe,France,16.265,-61.551,4/13/2020,143,8,336.0
Martinique,France,14.6415,-61.0242,4/13/2020,157,6,137.0
Mayotte,France,-12.8275,45.166244,4/13/2020,207,3,1482.0
New Caledonia,France,-20.904305,165.618042,4/13/2020,18,0,252.0
Reunion,France,-21.1151,55.5364,4/13/2020,391,0,144.0
Saint Barthelemy,France,17.9,-62.8333,4/13/2020,6,0,162.0
Saint Pierre and Miquelon,France,46.8852,-56.3159,4/13/2020,1,0,316.0
St Martin,France,18.0708,-63.0501,4/13/2020,32,2,472.0
Wallis and Futuna,France,-14.2938,-178.1165,4/13/2020,0,0,1254.0
,France,46.2276,2.2137,4/13/2020,110836,14950,568.0
,Gabon,-0.8037,11.6094,4/13/2020,57,1,63494.0
,Gambia,13.4432,-15.3101,4/13/2020,9,1,1015.0
,Georgia,42.3154,43.3569,4/13/2020,272,3,104.0
,Germany,51.165691,10.451526,4/13/2020,130072,3194,643.0
,Ghana,7.9465,-1.0232,4/13/2020,566,8,936.0
,Greece,39.0742,21.8243,4/13/2020,2145,99,97.0
,Grenada,12.1165,-61.679,4/13/2020,14,0,142.0
,Guatemala,15.7835,-90.2308,4/13/2020,156,5,17.0
,Guinea,9.9456,-9.6966,4/13/2020,319,0,75.0
,Guinea-Bissau,11.8037,-15.1804,4/13/2020,38,0,18.0
,Guyana,4.860416,-58.93018,4/13/2020,45,6,252.0
,Haiti,18.9712,-72.2852,4/13/2020,31,2,765.0
,Holy See,41.9029,12.4534,4/13/2020,8,0,512.0
,Honduras,15.2,-86.2419,4/13/2020,397,25,135.0
,Hungary,47.1625,19.5033,4/13/2020,1458,109,553.0
,Iceland,64.9631,-19.0208,4/13/2020,1711,8,173.0
,India,20.593684,78.96288,4/13/2020,10453,358,1.0
,Indonesia,-0.7893,113.9213,4/13/2020,4557,399,0.0
,Iran,32.427908,53.688046,4/13/2020,73303,4585,73.0
,Iraq,33.223191,43.679291,4/13/2020,1378,78,177.0
,Ireland,53.1424,-7.6921,4/13/2020,10647,365,1246.0
,Israel,31.046051,34.851612,4/13/2020,11942,118,634.0
,Italy,41.87194,12.56738,4/13/2020,159516,20465,0.0
,Jamaica,18.1096,-77.2975,4/13/2020,73,4,11.0
,Japan,36.204824,138.252924,4/13/2020,7773,156,26.0
,Jordan,31.24,36.51,4/13/2020,391,7,97.0
,Kazakhstan,48.0196,66.9237,4/13/2020,1091,12,239.0
,Kenya,-0.0236,37.9062,4/13/2020,208,9,615.0
,Kiribati,-3.3704,-168.734,4/13/2020,0,0,227.0
,"Korea, South",35.907757,127.766922,4/13/2020,10537,217,79.0
,Kosovo,42.602636,20.902977,4/13/2020,362,7,1227.0
,Kuwait,29.31166,47.481766,4/13/2020,1300,2,173.0
,Kyrgyzstan,41.20438,74.766098,4/13/2020,419,5,11.0
,Laos,19.85627,102.495496,4/13/2020,19,0,3847.0
,Latvia,56.8796,24.6032,4/13/2020,655,5,644.0
,Lebanon,33.8547,35.8623,4/13/2020,632,20,76.0
,Lesotho,-29.61,28.2336,4/13/2020,0,0,8.0
,Liberia,6.428055,-9.429499,4/13/2020,59,6,312.0
,Libya,26.3351,17.228331,4/13/2020,26,1,1008.0
,Liechtenstein,47.14,9.55,4/13/2020,79,1,701.0
,Lithuania,55.1694,23.8813,4/13/2020,970,15,43.0
,Luxembourg,49.8153,6.1296,4/13/2020,3292,69,4.0
,MS Zaandam,0.0,0.0,4/13/2020,9,2,3.0
,Madagascar,-18.766947,46.869107,4/13/2020,106,0,162.0
,Malawi,-13.2543,34.3015,4/13/2020,16,2,8.0
,Malaysia,4.210484,101.975766,4/13/2020,4817,77,16.0
,Maldives,3.2028,73.2207,4/13/2020,20,0,0.0
,Mali,17.570692,-3.996166,4/13/2020,123,10,1700.0
,Malta,35.9375,14.3754,4/13/2020,384,3,64.0
,Marshall Islands,7.1315,171.1845,4/13/2020,0,0,2.0
,Mauritania,21.0079,-10.9408,4/13/2020,7,1,73.0
,Mauritius,-20.348404,57.552152,4/13/2020,324,9,73.0
,Mexico,23.6345,-102.5528,4/13/2020,5014,332,117.0
,Micronesia,7.4256,150.5508,4/13/2020,0,0,14.0
,Moldova,47.4116,28.3699,4/13/2020,1712,35,237.0
,Monaco,43.7333,7.4167,4/13/2020,93,1,5.0
,Mongolia,46.8625,103.8467,4/13/2020,17,0,0.0
,Montenegro,42.708678,19.37439,4/13/2020,274,3,19.0
,Morocco,31.7917,-7.0926,4/13/2020,1763,126,0.0
,Mozambique,-18.665695,35.529562,4/13/2020,21,0,35379.0
,Namibia,-22.9576,18.4904,4/13/2020,16,0,7.0
,Nepal,28.1667,84.25,4/13/2020,14,0,2.0
Aruba,Netherlands,12.5211,-69.9683,4/13/2020,92,0,86.0
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,4/13/2020,3,0,85400.0
Curacao,Netherlands,12.1696,-68.99,4/13/2020,14,1,99.0
Sint Maarten,Netherlands,18.0425,-63.0548,4/13/2020,50,9,269.0
,Netherlands,52.1326,5.2913,4/13/2020,26551,2823,6.0
,New Zealand,-40.9006,174.886,4/13/2020,1349,5,21.0
,Nicaragua,12.865416,-85.207229,4/13/2020,9,1,65.0
,Niger,17.607789,8.081666,4/13/2020,529,12,0.0
,Nigeria,9.082,8.6753,4/13/2020,343,10,9.0
,North Macedonia,41.6086,21.7453,4/13/2020,854,38,0.0
,Norway,60.472,8.4689,4/13/2020,6603,134,2.0
,Oman,21.512583,55.923255,4/13/2020,727,4,10.0
,Pakistan,30.3753,69.3451,4/13/2020,5837,96,231.0
,Panama,8.538,-80.7821,4/13/2020,3400,87,1291.0
,Papua New Guinea,-6.314993,143.95555,4/13/2020,2,0,2463.0
,Paraguay,-23.4425,-58.4438,4/13/2020,147,6,631.0
,Peru,-9.19,-75.0152,4/13/2020,9784,216,55987.0
,Philippines,12.879721,121.774017,4/13/2020,4932,315,953.0
,Poland,51.9194,19.1451,4/13/2020,6934,245,77.0
,Portugal,39.3999,-8.2245,4/13/2020,16934,535,3820.0
,Qatar,25.3548,51.1839,4/13/2020,3231,7,44927.0
,Romania,45.9432,24.9668,4/13/2020,6633,331,25.0
,Russia,61.52401,105.318756,4/13/2020,18328,148,1069.0
,Rwanda,-1.9403,29.8739,4/13/2020,127,0,269.0
,Saint Kitts and Nevis,17.357822,-62.782998,4/13/2020,12,0,377.0
,Saint Lucia,13.9094,-60.9789,4/13/2020,15,0,60.0
